platform,kategori_utama,sub_kategori,judul_listing,harga,rating,jumlah_order,url_listing,is_new_seller
fastwork,Web dan Pemrograman,Web Development,"Convert Xd,Psd,Sketch ke Html Css Js",1400000,4.9,8.0,https://fastwork.id/user/sniren/web-development-20278161?badges=&page=3&position=4&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Web Development Fullstack Laravel - Pembuatan Website Sistem Informasi, E-Commerce, Inventory, dll",1400000,5.0,7.0,https://fastwork.id/user/defadels/web-development-13192390?badges=rehire&page=3&position=5&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Jasa Pengembangan Web Fullstack,1600000,5.0,4.0,https://fastwork.id/user/kpf5ydad/web-development-97171308?badges=&page=3&position=6&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Jasa pembuatan web dinamis berbasis PHP,500000,4.9,42.0,https://fastwork.id/user/uluumbch/web-development-75053240?badges=milestone%2Crehire&page=3&position=7&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Slicing Figma to HTML | Bootstrap, Tailwind, jQuery, JavaScript, Cascading Style Sheets",500000,5.0,13.0,https://fastwork.id/user/ioiofadhil/web-development-90779430?badges=milestone&page=3&position=8&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Sistem Kasir (POS) Berbasis Web | Multi Cabang,1400000,5.0,4.0,https://fastwork.id/user/alwimz/web-development-18533274?badges=&page=3&position=9&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Jasa Pembuatan Website Profesional - Solusi Terbaik untuk Bisnis Anda!,1400000,5.0,1.0,https://fastwork.id/user/herdyna/web-development-21061159?badges=&page=3&position=10&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Jasa Website Bisnis & Sekolah (Company Profile, LMS, Toko Online (eCommerce) & Custom)",1400000,5.0,6.0,https://fastwork.id/user/alfifilsa/web-development-53859417?badges=milestone%2Crehire&page=3&position=11&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Jasa Pembuatan Website MODERN, Company Profile, Toko Online, Rental Mobil, Rental Motor dan SEO",1500000,5.0,3.0,https://fastwork.id/user/tambahinfollower/web-development-10295339?badges=&page=3&position=12&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Jasa Landing Page Berbasis Wordpress/ Custom Sesuai Kebutuhan,1400000,5.0,4.0,https://fastwork.id/user/ryanariana6/web-development-78017481?badges=&page=3&position=13&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Membuat Web Custom Profesional,3500000,5.0,2.0,https://fastwork.id/user/octora/web-development-82302910?badges=&page=3&position=14&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Jasa Pembuatan Website Bisa Custom (Landing Page, Company Profile, Blog, Ecommerce)",1400000,5.0,2.0,https://fastwork.id/user/webdesignfirst/web-development-42190616?badges=&page=3&position=15&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Jasa Pembuatan Website WordPress Specialist,1400000,5.0,1.0,https://fastwork.id/user/webdesignfirst/web-development-12077425?badges=&page=3&position=16&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Aplikasi Web Wordpress, Web Company Profile, Shopify E-Commerce Dan Aplikasi Web Lainya",1400000,5.0,1.0,https://fastwork.id/user/vantqabv/web-development-19028406?badges=milestone&page=3&position=17&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Aplikasi POS Web murah dengan fitur lengkap dan berkualitas bisa Multi Outlet,1400000,5.0,3.0,https://fastwork.id/user/vantqabv/web-development-23452356?badges=milestone&page=3&position=18&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Pembuatan Website WordPress Profesional & Siap Pakai,1400000,5.0,5.0,https://fastwork.id/user/abdmuhajir/web-development-23794193?badges=milestone&page=3&position=19&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Website dan Landing Page Wordpress Murah Berkualitas,1400000,5.0,7.0,https://fastwork.id/user/aldialfaro/web-development-13697808?badges=&page=3&position=20&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Aplikasi Sistem Manajemen Stok Produksi | Sistem Payroll,1500000,5.0,2.0,https://fastwork.id/user/stokisid/web-development-81365990?badges=milestone&page=3&position=21&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Aplikasi Sistem Manajemen Bisnis, Inventori Stok Gudang, Pemasaran & Distribusi",1400000,5.0,1.0,https://fastwork.id/user/stokisid/web-development-75232077?badges=milestone&page=3&position=22&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Jasa Pembuatan Web Laravel,1400000,5.0,1.0,https://fastwork.id/user/rizkypsr/web-development-55326160?badges=&page=3&position=23&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Website Company Profile MURAH,1400000,5.0,4.0,https://fastwork.id/user/jeremy16/web-development-41711786?badges=&page=3&position=24&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Pembuatan Design Website Wordpress (Elementor) | SEO Basic,1400000,5.0,2.0,https://fastwork.id/user/wahyuhdy2/web-development-90311033?badges=&page=3&position=25&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Wordpress Desain Website Professional | Company Profile | Ecommerce | Landing Page,1400000,5.0,34.0,https://fastwork.id/user/ghaluhwzrd/web-development-74536946?badges=milestone&page=3&position=26&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Pembuatan Website Custom Fitur,2500000,5.0,5.0,https://fastwork.id/user/hanif.dev/web-development-10972076?badges=milestone%2Crehire&page=3&position=27&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"WordPress Development (Tambah Fitur, Optimasi, & Security)",1400000,5.0,3.0,https://fastwork.id/user/leonardodoherty/web-development-23186404?badges=&page=3&position=28&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,Jasa Pembuatan Website Laundry,1400000,5.0,2.0,https://fastwork.id/user/majuappz/web-development-78264412?badges=milestone&page=3&position=29&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Website Toko Online, Kursus Online, E-Commerce, E-Course, Shopify, Custom",3000000,5.0,19.0,https://fastwork.id/user/insights/web-development-14997259?badges=&page=3&position=30&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Website Wordpress, Full Script, dan Sistem Informasi Berkualitas (Company Profile, Toko Online, dll)",2000000,5.0,7.0,https://fastwork.id/user/insights/web-development-49534144?badges=&page=3&position=31&source=browse&subcategorySlug=web-development,0
fastwork,Web dan Pemrograman,Web Development,"Jasa Pembuatan Aplikasi Web Profesional, Jasa Build Custom atau Fixing Web",1400000,5.0,4.0,https://fastwork.id/user/hiyzgcpl/web-development-47815141?badges=milestone&page=3&position=32&source=browse&subcategorySlug=web-development,0
